# Wordlist

# DATA
ID	CONCEPT_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	COGID	COGIDS	MORPHEMES	TOKENS	GLOTTOCODE	CONCEPTICON	COMMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	ALIGNMENT
1833	106_small	SMALL	Buglere	Buglere	soli	soli	987	2096		s o l i		1246		3 7 5 7	AXBZ	SULI	6	6.S.C 6.U.V 6.L.C 6.I.V	2.0 1.5 1.75 0.8	soli	0	s o l i
1834	106_small	SMALL	Dorasque	Dorasque	chital	chital	979	2095		c h i t a l		1246		1 3 7 1 7 5	ACXBYN	CHITAL	13	13.C.C 13.H.C 13.I.V 13.T.C 13.A.V 13.L.c	2.0 1.5 1.5 1.75 1.3 0.8	chital	0	c h i t a - l -
1835	106_small	SMALL	SanBlasKuna	San Blas Kuna	tottokwa	tottokwa	988	2098		t o t t o k w a		1246		1 7 1 1 7 1 6 7	AXMBYBCZ	TUTTUKWA	23	23.T.C 23.U.V 23.T.c 23.T.C 23.U.V 23.K.C 23.W.C 23.A.V	2.0 1.5 1.1 1.75 1.3 1.75 1.5 0.8	tottokwa	0	t o t t o k w a
1836	106_small	SMALL	Cogui	Cogui	'nanguze	'nanguze	989	2092		'n/n a n g u z e		1246		4 7 4 1 7 3 7	AXMBYBZ	NANKYSE	12	12.N.C 12.A.V 12.N.c 12.K.C 12.Y.V 12.S.C 12.E.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	'n/nanguze	0	'n/n a n g u z e
1837	106_small	SMALL	Arhuaco	Arhuaco	in'gɨkawa	in'gɨkawa	990	2092		i n 'g/g ɨ k a w a		1246		7 4 1 7 1 7 6 7	XMBYBYBZ	INKIKAWA	1	1.I.V 1.N.c 1.K.C 1.I.V 1.K.C 1.A.V 1.W.C 1.A.V	1.5 1.1 1.75 1.3 1.75 1.3 1.75 0.8	in'g/gɨkawa	0	- - - - - - - i n 'g/g ɨ k a w a
1838	106_small	SMALL	Malayo	Malayo	'akwia	'akwia	991	2098		'a/a k w i a		1246		7 1 6 7 7	XBCYZ	AKWIA	16	16.A.V 16.K.C 16.W.C 16.I.V 16.A.V	1.5 1.75 1.5 1.3 0.8	'a/akwia	0	'a/a k w i a
1839	106_small	SMALL	Chimila	Chimila	'dissu'tuʔ	'dissu'tuʔ	992	2095		'd/d i s s u 't/t u ʔ		1246		1 7 3 3 7 1 7 1	AXMBYBYN	TISSYTYH	11	11.T.C 11.I.V 11.S.c 11.S.C 11.Y.V 11.T.C 11.Y.V 11.H.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	'd/dissu't/tuʔ	0	'd/d i s s u 't/t u ʔ
1840	106_small	SMALL	Chibcha	Chibcha	inɣe tsunɣa	inɣe tsunɣa	990	2092 2095		i n ɣ e + t s u n ɣ a		1246		7 4 3 7 9 1 3 7 4 3 7	XMBZ_ACXMBZ	INGE_TSYNGA	10	10.I.V 10.N.c 10.G.C 10.E.V 10._._ 10.T.C 10.S.C 10.Y.V 10.N.c 10.G.C 10.A.V	1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.5 1.1 1.75 0.8	inɣe+tsunɣa	0	i n ɣ e + t s u n ɣ - - - - a
1841	106_small	SMALL	CentralTunebo	Central Tunebo	'konuɾo	'konuɾo	993	2097		'k/k o n u ɾ o		1246		1 7 4 7 5 7	AXBYBZ	KUNYRU	9	9.K.C 9.U.V 9.N.C 9.Y.V 9.R.C 9.U.V	2.0 1.5 1.75 1.3 1.75 0.8	'k/konuɾo	0	'k/k o n u ɾ o
1842	106_small	SMALL	Bari	Barí	baku	baku	994	2093		b a k u		1246		1 7 1 7	AXBZ	PAKY	3	3.P.C 3.A.V 3.K.C 3.Y.V	2.0 1.5 1.75 0.8	baku	1	b a k u
#
1747	56_smell	SMELL	LencaSalvador	Lenca-Salvador	ʃuʃi	ʃuʃi	936	2120		ʃ u ʃ i		2124		3 7 3 7	AXBZ	SYSI	15	15.S.C 15.Y.V 15.S.C 15.I.V	2.0 1.5 1.75 0.8	ʃuʃi	0	ʃ u - ʃ i
1748	56_smell	SMELL	LencaHonduras	Lenca-Honduras	suis	suis	936	2120		s u i s		2124		3 7 7 3	AXYN	SYIS	14	14.S.C 14.Y.V 14.I.V 14.S.c	2.0 1.5 1.3 0.8	suis	0	s u i s -
1749	56_smell	SMELL	Cacaopera	Cacaopera	alawa	alawa	937	2121		a l a w a		2124		7 5 7 6 7	XBYBZ	ALAWA	8	8.A.V 8.L.C 8.A.V 8.W.C 8.A.V	1.5 1.75 1.3 1.75 0.8	alawa	0	- a l a w a
1750	56_smell	SMELL	Mayangna	Mayangna	walap	walap	937	2121		w a l a p		2124		6 7 5 7 1	AXBYN	WALAP	18	18.W.C 18.A.V 18.L.C 18.A.V 18.P.c	2.0 1.5 1.75 1.3 0.8	walap	0	w a l a p -
1751	56_smell	SMELL	Ulwa	Ulwa	um	um	938	2130		u m		2124		7 4	XN	YM	25	25.Y.V 25.M.c	1.5 0.8	um	0	u m
1752	56_smell	SMELL	Miskito	Mískito	kja wal	kja wal	939	2124 2121		k j a + w a l		2124		1 6 7 9 6 7 5	ACX_AXN	KJA_WAL	19	19.K.C 19.J.C 19.A.V 19._._ 19.W.C 19.A.V 19.L.c	2.0 1.5 1.5 0.0 2.0 1.5 0.8	kja+wal	0	k j a + w a l
1753	56_smell	SMELL	Pech	Pech	õ̀h	õ̀h	940	2124		õ̀/õ h		2124		7 3	XN	UH	21	21.U.V 21.H.c	1.5 0.8	õ̀/õh	0	õ̀/õ h
1754	56_smell	SMELL	Rama	Rama	ŋu:k	ŋu:k	941	2123		ŋ u: k		2124		4 7 1	AXN	NYK	22	22.N.C 22.Y.V 22.K.c	2.0 1.5 0.8	ŋu:k	0	ŋ u: k
1755	56_smell	SMELL	MalekuJaika	Maléku Jaíka	u:ɬa	u:ɬa	942	2121		u: ɬ a		2124		7 5 7	XBZ	YLA	17	17.Y.V 17.L.C 17.A.V	1.5 1.75 0.8	u:ɬa	0	u: ɬ a
1756	56_smell	SMELL	Boruca	Boruca	súk	súk	943	2120		s ú/u k		2124		3 7 1	AXN	SYK	4	4.S.C 4.Y.V 4.K.c	2.0 1.5 0.8	sú/uk	0	s ú/u k
1757	56_smell	SMELL	Bribri	Bribri	aɺá stsɪ	aɺá stsɪ	944	2121 2120		a ɺ á/a + s t s ɪ		2124		7 5 7 9 3 1 3 7	XBZ_ACCZ	ARA_STSI	5	5.A.V 5.R.C 5.A.V 5._._ 5.S.C 5.T.C 5.S.C 5.I.V	1.5 1.75 0.8 0.0 2.0 1.5 1.5 0.8	aɺá/a+stsɪ	0	- a ɺ á/a + s t - s ɪ
1758	56_smell	SMELL	Cabecar	Cabécar	haɺa ssɪ	haɺa ssɪ	944	2121 2120		h a ɺ a + s s ɪ		2124		3 7 5 7 9 3 3 7	AXBZ_ACZ	HARA_SSI	7	7.H.C 7.A.V 7.R.C 7.A.V 7._._ 7.S.C 7.S.C 7.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 0.8	haɺa+ssɪ	0	h a ɺ a + s - - s ɪ
1759	56_smell	SMELL	Teribe	Teribe	ɺoʃík	ɺoʃík	945	2120		ɺ o ʃ í/i k		2124		5 7 3 7 1	AXBYN	RUSIK	24	24.R.C 24.U.V 24.S.C 24.I.V 24.K.c	2.0 1.5 1.75 1.3 0.8	ɺoʃí/ik	0	ɺ o ʃ í/i k
1760	56_smell	SMELL	Ngabere	Ngäbere	ɾɔse	ɾɔse	944	2120		ɾ ɔ s e		2124		5 7 3 7	AXBZ	RUSE	20	20.R.C 20.U.V 20.S.C 20.E.V	2.0 1.5 1.75 0.8	ɾɔse	0	- - - - - ɾ - ɔ s e
1761	56_smell	SMELL	Buglere	Buglere	ɲáhwẽ	ɲáhwẽ	946	2122		ɲ á/a h w ẽ		2124		4 7 3 6 7	AXBCZ	NAHWE	6	6.N.C 6.A.V 6.H.C 6.W.C 6.E.V	2.0 1.5 1.75 1.5 0.8	ɲá/ahwẽ	0	ɲ á/a h w ẽ
1762	56_smell	SMELL	SanBlasKuna	San Blas Kuna	u	u	948	2129		u		2124		7	X	Y	23	23.Y.V	1.5	u	0	u
1763	56_smell	SMELL	Cogui	Cogui	'hungu	'hungu	949	2127		'h/h u n g u		2124		3 7 4 1 7	AXMBZ	HYNKY	12	12.H.C 12.Y.V 12.N.c 12.K.C 12.Y.V	2.0 1.5 1.1 1.75 0.8	'h/hungu	0	'h/h u n g u
1764	56_smell	SMELL	Arhuaco	Arhuaco	ɾeʔbuss	ɾeʔbuss	950	2118		ɾ e ʔ b u s s		2124		5 7 1 1 7 3 3	AXMBYLN	REHPYSS	1	1.R.C 1.E.V 1.H.c 1.P.C 1.Y.V 1.S.c 1.S.c	2.0 1.5 1.1 1.75 1.3 1.1 0.8	ɾeʔbuss	0	ɾ e ʔ b u s s
1765	56_smell	SMELL	Malayo	Malayo	nɨkɨnatuʒi	nɨkɨnatuʒi	951	2128		n ɨ k ɨ n a t u ʒ i		2124		4 7 1 7 4 7 1 7 3 7	AXBYBYBYBZ	NIKINATYSI	16	16.N.C 16.I.V 16.K.C 16.I.V 16.N.C 16.A.V 16.T.C 16.Y.V 16.S.C 16.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	nɨkɨnatuʒi	0	n ɨ k ɨ n a t u ʒ i
1766	56_smell	SMELL	Chimila	Chimila	'mo:	'mo:	952	2126		'm/m o:		2124		4 7	AX	MU	11	11.M.C 11.U.V	2.0 1.5	'm/mo:	0	'm/m o:
1767	56_smell	SMELL	Chibcha	Chibcha	mɨskɨ	mɨskɨ	953	2125		m ɨ s k ɨ		2124		4 7 3 1 7	AXMBZ	MISKI	10	10.M.C 10.I.V 10.S.c 10.K.C 10.I.V	2.0 1.5 1.1 1.75 0.8	mɨskɨ	0	m ɨ s k ɨ
1768	56_smell	SMELL	CentralTunebo	Central Tunebo	'ina jah	'ina jah	954	2123 2124		'i/i n a + j a h		2124		7 4 7 9 6 7 3	XBZ_AXN	INA_JAH	9	9.I.V 9.N.C 9.A.V 9._._ 9.J.C 9.A.V 9.H.c	1.5 1.75 0.8 0.0 2.0 1.5 0.8	'i/ina+jah	0	'i/i n a + j a h
1769	56_smell	SMELL	Bari	Barí	atu	atu	955	2119		a t u		2124		7 1 7	XBZ	ATY	3	3.A.V 3.T.C 3.Y.V	1.5 1.75 0.8	atu	0	a t u
#
1174	7_smokeexhaust	SMOKE (EXHAUST)	LencaSalvador	Lenca-Salvador	mo	mo	618	2153		m o		778		4 7	AX	MU	15	15.M.C 15.U.V	2.0 1.5	mo	0	- - m o
1175	7_smokeexhaust	SMOKE (EXHAUST)	LencaHonduras	Lenca-Honduras	po:ɾo	po:ɾo	618	2152		p o: ɾ o		778		1 7 5 7	AXBZ	PURU	14	14.P.C 14.U.V 14.R.C 14.U.V	2.0 1.5 1.75 0.8	po:ɾo	0	p o: ɾ o
1176	7_smokeexhaust	SMOKE (EXHAUST)	Cacaopera	Cacaopera	kiba	kiba	619	2147		k i b a		778		1 7 1 7	AXBZ	KIPA	8	8.K.C 8.I.V 8.P.C 8.A.V	2.0 1.5 1.75 0.8	kiba	0	k - i b - a
1177	7_smokeexhaust	SMOKE (EXHAUST)	Mayangna	Mayangna	wajau	wajau	620	2150		w a j a u		778		6 7 6 7 7	AXBYZ	WAJAY	18	18.W.C 18.A.V 18.J.C 18.A.V 18.Y.V	2.0 1.5 1.75 1.3 0.8	wajau	0	w a j a u
1178	7_smokeexhaust	SMOKE (EXHAUST)	Ulwa	Ulwa	waju	waju	620	2150		w a j u		778		6 7 6 7	AXBZ	WAJY	25	25.W.C 25.A.V 25.J.C 25.Y.V	2.0 1.5 1.75 0.8	waju	0	w a j - u
1179	7_smokeexhaust	SMOKE (EXHAUST)	Miskito	Mískito	kjasma	kjasma	619	2147		k j a s m a		778		1 6 7 3 4 7	ACXBCZ	KJASMA	19	19.K.C 19.J.C 19.A.V 19.S.C 19.M.C 19.A.V	2.0 1.5 1.5 1.75 1.5 0.8	kjasma	0	k j a s m a
1180	7_smokeexhaust	SMOKE (EXHAUST)	Pech	Pech	wãs	wãs	620	2150		w ã s		778		6 7 3	AXN	WAS	21	21.W.C 21.A.V 21.S.c	2.0 1.5 0.8	wãs	0	w ã s - -
1181	7_smokeexhaust	SMOKE (EXHAUST)	Rama	Rama	sawa	sawa	621	2146		s a w a		778		3 7 6 7	AXBZ	SAWA	22	22.S.C 22.A.V 22.W.C 22.A.V	2.0 1.5 1.75 0.8	sawa	0	s a w - - a
1182	7_smokeexhaust	SMOKE (EXHAUST)	MalekuJaika	Maléku Jaíka	uxu:ma	uxu:ma	622	2154		u x u: m a		778		7 3 7 4 7	XBYBZ	YGYMA	17	17.Y.V 17.G.C 17.Y.V 17.M.C 17.A.V	1.5 1.75 1.3 1.75 0.8	uxu:ma	0	u x u: m a
1183	7_smokeexhaust	SMOKE (EXHAUST)	Boruca	Boruca	dʒìdʒà	dʒìdʒà	623	2146		dʒ ì/i dʒ à/a		778		1 7 1 7	AXBZ	TITA	4	4.T.C 4.I.V 4.T.C 4.A.V	2.0 1.5 1.75 0.8	dʒì/idʒà/a	0	dʒ ì/i dʒ à/a
1184	7_smokeexhaust	SMOKE (EXHAUST)	Bribri	Bribri	ʃkaɺã̂	ʃkaɺã̂	624	2148		ʃ k a ɺ ã̂/ã		778		3 1 7 5 7	ACYBZ	SKARA	5	5.S.C 5.K.C 5.A.V 5.R.C 5.A.V	2.0 1.5 1.3 1.75 0.8	ʃkaɺã̂/ã	0	ʃ k a ɺ ã̂/ã
1185	7_smokeexhaust	SMOKE (EXHAUST)	Cabecar	Cabécar	ʃkaɺã́	ʃkaɺã́	624	2148		ʃ k a ɺ ã́/ã		778		3 1 7 5 7	ACYBZ	SKARA	7	7.S.C 7.K.C 7.A.V 7.R.C 7.A.V	2.0 1.5 1.3 1.75 0.8	ʃkaɺã́/ã	0	ʃ k a ɺ ã́/ã
1186	7_smokeexhaust	SMOKE (EXHAUST)	Teribe	Teribe	ɲó	ɲó	625	2147		ɲ ó/o		778		4 7	AX	NU	24	24.N.C 24.U.V	2.0 1.5	ɲó/o	0	- - ɲ ó/o - - -
1187	7_smokeexhaust	SMOKE (EXHAUST)	Ngabere	Ngäbere	ŋɯbɯ	ŋɯbɯ	626	2147		ŋ ɯ b ɯ		778		4 7 1 7	AXBZ	NIPI	20	20.N.C 20.I.V 20.P.C 20.I.V	2.0 1.5 1.75 0.8	ŋɯbɯ	0	ŋ ɯ b ɯ
1188	7_smokeexhaust	SMOKE (EXHAUST)	Buglere	Buglere	hiã́	hiã́	627	2149		h i ã́/ã		778		3 7 7	AXZ	HIA	6	6.H.C 6.I.V 6.A.V	2.0 1.5 0.8	hiã́/ã	0	h i ã́/ã
1189	7_smokeexhaust	SMOKE (EXHAUST)	Dorasque	Dorasque	kébusa	kébusa	621	2147		k é/e b u s a		778		1 7 1 7 3 7	AXBYBZ	KEPYSA	13	13.K.C 13.E.V 13.P.C 13.Y.V 13.S.C 13.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ké/ebusa	0	k é/e b u s a
1190	7_smokeexhaust	SMOKE (EXHAUST)	SanBlasKuna	San Blas Kuna	wa:	wa:	620	2150		w a:		778		6 7	AX	WA	23	23.W.C 23.A.V	2.0 1.5	wa:	0	w a: - - -
1191	7_smokeexhaust	SMOKE (EXHAUST)	Cogui	Cogui	ihia	ihia	625	2149		i h i a		778		7 3 7 7	XBYZ	IHIA	12	12.I.V 12.H.C 12.I.V 12.A.V	1.5 1.75 1.3 0.8	ihia	0	i h - i - - a
1192	7_smokeexhaust	SMOKE (EXHAUST)	Arhuaco	Arhuaco	'zatʃa	'zatʃa	628	2146		'z/z a tʃ a		778		3 7 1 7	AXBZ	SATA	1	1.S.C 1.A.V 1.T.C 1.A.V	2.0 1.5 1.75 0.8	'z/zatʃa	0	'z/z a tʃ a
1193	7_smokeexhaust	SMOKE (EXHAUST)	Malayo	Malayo	suta	suta	629	2146		s u t a		778		3 7 1 7	AXBZ	SYTA	16	16.S.C 16.Y.V 16.T.C 16.A.V	2.0 1.5 1.75 0.8	suta	0	s u t a
1194	7_smokeexhaust	SMOKE (EXHAUST)	Chimila	Chimila	'iŋŋaʔ	'iŋŋaʔ	625	2151		'i/i ŋ ŋ a ʔ		778		7 4 4 7 1	XMBYN	INNAH	11	11.I.V 11.N.c 11.N.C 11.A.V 11.H.c	1.5 1.1 1.75 1.3 0.8	'i/iŋŋaʔ	0	'i/i ŋ ŋ a - ʔ -
1195	7_smokeexhaust	SMOKE (EXHAUST)	Chibcha	Chibcha	ie	ie	625	2149		i e		778		7 7	XZ	IE	10	10.I.V 10.E.V	1.5 0.8	ie	1	i - - e - - -
1196	7_smokeexhaust	SMOKE (EXHAUST)	CentralTunebo	Central Tunebo	'ijaɾa	'ijaɾa	625	2150		'i/i j a ɾ a		778		7 6 7 5 7	XBYBZ	IJARA	9	9.I.V 9.J.C 9.A.V 9.R.C 9.A.V	1.5 1.75 1.3 1.75 0.8	'i/ijaɾa	0	'i/i - j a - ɾ a
1197	7_smokeexhaust	SMOKE (EXHAUST)	Bari	Barí	inakba	inakba	625	2147		i n a k b a		778		7 4 7 1 1 7	XBYMBZ	INAKPA	3	3.I.V 3.N.C 3.A.V 3.K.c 3.P.C 3.A.V	1.5 1.75 1.3 1.1 1.75 0.8	inakba	0	i - n a k b a
#
2249	99_snake	SNAKE	LencaSalvador	Lenca-Salvador	amap	amap	1222	2171		a m a p		730		7 4 7 1	XBYN	AMAP	15	15.A.V 15.M.C 15.A.V 15.P.c	1.5 1.75 1.3 0.8	amap	0	a m a p
2250	99_snake	SNAKE	LencaHonduras	Lenca-Honduras	salala	salala	1223	2179		s a l a l a		730		3 7 5 7 5 7	AXBYBZ	SALALA	14	14.S.C 14.A.V 14.L.C 14.A.V 14.L.C 14.A.V	2.0 1.5 1.75 1.3 1.75 0.8	salala	0	s a l a l a
2251	99_snake	SNAKE	Cacaopera	Cacaopera	jara	jara	1224	2175		j a r a		730		6 7 5 7	AXBZ	JARA	8	8.J.C 8.A.V 8.R.C 8.A.V	2.0 1.5 1.75 0.8	jara	0	j a r a
2252	99_snake	SNAKE	Mayangna	Mayangna	bil	bil	1225	2178		b i l		730		1 7 5	AXN	PIL	18	18.P.C 18.I.V 18.L.c	2.0 1.5 0.8	bil	0	b i l
2253	99_snake	SNAKE	Ulwa	Ulwa	di:muih	di:muih	1226	2182		d i: m u i h		730		1 7 4 7 7 3	AXBYYN	TIMYIH	25	25.T.C 25.I.V 25.M.C 25.Y.V 25.I.V 25.H.c	2.0 1.5 1.75 1.3 1.3 0.8	di:muih	0	d i: m u i h
2254	99_snake	SNAKE	Miskito	Mískito	pjẽta	pjẽta	1227	2172		p j ẽ t a		730		1 6 7 1 7	ACXBZ	PJETA	19	19.P.C 19.J.C 19.E.V 19.T.C 19.A.V	2.0 1.5 1.5 1.75 0.8	pjẽta	0	p j ẽ t a
2255	99_snake	SNAKE	Pech	Pech	ìs	ìs	1228	2176		ì/i s		730		7 3	XN	IS	21	21.I.V 21.S.c	1.5 0.8	ì/is	0	ì/i s
2256	99_snake	SNAKE	Rama	Rama	a:lbut	a:lbut	1229	2180		a: l b u t		730		7 5 1 7 1	XMBYN	ALPYT	22	22.A.V 22.L.c 22.P.C 22.Y.V 22.T.c	1.5 1.1 1.75 1.3 0.8	a:lbut	0	a: l b u t
2257	99_snake	SNAKE	MalekuJaika	Maléku Jaíka	ɬala:ki	ɬala:ki	1223	2179		ɬ a l a: k i		730		5 7 5 7 1 7	AXBYBZ	LALAKI	17	17.L.C 17.A.V 17.L.C 17.A.V 17.K.C 17.I.V	2.0 1.5 1.75 1.3 1.75 0.8	ɬala:ki	0	ɬ a l a: k i
2258	99_snake	SNAKE	Boruca	Boruca	tèbèk	tèbèk	1230	2173		t è/e b è/e k		730		1 7 1 7 1	AXBYN	TEPEK	4	4.T.C 4.E.V 4.P.C 4.E.V 4.K.c	2.0 1.5 1.75 1.3 0.8	tè/ebè/ek	0	t - - è/e b è/e k
2259	99_snake	SNAKE	Bribri	Bribri	tkabɪ́	tkabɪ́	1230	2173		t k a b ɪ́/ɪ		730		1 1 7 1 7	ACYBZ	TKAPI	5	5.T.C 5.K.C 5.A.V 5.P.C 5.I.V	2.0 1.5 1.3 1.75 0.8	tkabɪ́/ɪ	0	t - k a b ɪ́/ɪ -
2260	99_snake	SNAKE	Cabecar	Cabécar	tkabɪ̀	tkabɪ̀	1230	2173		t k a b ɪ̀/ɪ		730		1 1 7 1 7	ACYBZ	TKAPI	7	7.T.C 7.K.C 7.A.V 7.P.C 7.I.V	2.0 1.5 1.3 1.75 0.8	tkabɪ̀/ɪ	0	t - k a b ɪ̀/ɪ -
2261	99_snake	SNAKE	Teribe	Teribe	bugúɾ	bugúɾ	1231	2181		b u g ú/u ɾ		730		1 7 1 7 5	AXBYN	PYKYR	24	24.P.C 24.Y.V 24.K.C 24.Y.V 24.R.c	2.0 1.5 1.75 1.3 0.8	bugú/uɾ	0	b u g ú/u ɾ
2262	99_snake	SNAKE	Ngabere	Ngäbere	itʃa	itʃa	1232	2172		i tʃ a		730		7 1 7	XBZ	ITA	20	20.I.V 20.T.C 20.A.V	1.5 1.75 0.8	itʃa	0	i tʃ a
2263	99_snake	SNAKE	Buglere	Buglere	hoɾisi	hoɾisi	1233	2174		h o ɾ i s i		730		3 7 5 7 3 7	AXBYBZ	HURISI	6	6.H.C 6.U.V 6.R.C 6.I.V 6.S.C 6.I.V	2.0 1.5 1.75 1.3 1.75 0.8	hoɾisi	0	h o ɾ i s i
2264	99_snake	SNAKE	Dorasque	Dorasque	buli	buli	1234	2178		b u l i		730		1 7 5 7	AXBZ	PYLI	13	13.P.C 13.Y.V 13.L.C 13.I.V	2.0 1.5 1.75 0.8	buli	0	b u l i
2265	99_snake	SNAKE	SanBlasKuna	San Blas Kuna	nakpe	nakpe	1230	2173		n a k p e		730		4 7 1 1 7	AXMBZ	NAKPE	23	23.N.C 23.A.V 23.K.c 23.P.C 23.E.V	2.0 1.5 1.1 1.75 0.8	nakpe	0	n a k - p e -
2266	99_snake	SNAKE	Cogui	Cogui	'tagbi	'tagbi	1230	2173		't/t a g b i		730		1 7 1 1 7	AXMBZ	TAKPI	12	12.T.C 12.A.V 12.K.c 12.P.C 12.I.V	2.0 1.5 1.1 1.75 0.8	't/tagbi	0	't/t a g - b i -
2267	99_snake	SNAKE	Arhuaco	Arhuaco	gwi'omɨ	gwi'omɨ	1235	2171		g w i 'o/o m ɨ		730		1 6 7 7 4 7	ACXYBZ	KWIUMI	1	1.K.C 1.W.C 1.I.V 1.U.V 1.M.C 1.I.V	2.0 1.5 1.5 1.3 1.75 0.8	gwi'o/omɨ	0	g w i 'o/o m ɨ
2268	99_snake	SNAKE	Malayo	Malayo	guma	guma	1235	2171		g u m a		730		1 7 4 7	AXBZ	KYMA	16	16.K.C 16.Y.V 16.M.C 16.A.V	2.0 1.5 1.75 0.8	guma	0	g - u - m a
2269	99_snake	SNAKE	Chimila	Chimila	'mannuʔ	'mannuʔ	1236	2177		'm/m a n n u ʔ		730		4 7 4 4 7 1	AXMBYN	MANNYH	11	11.M.C 11.A.V 11.N.c 11.N.C 11.Y.V 11.H.c	2.0 1.5 1.1 1.75 1.3 0.8	'm/mannuʔ	0	'm/m a n n u ʔ
2270	99_snake	SNAKE	Chibcha	Chibcha	mɨso	mɨso	1236	2176		m ɨ s o		730		4 7 3 7	AXBZ	MISU	10	10.M.C 10.I.V 10.S.C 10.U.V	2.0 1.5 1.75 0.8	mɨso	0	m ɨ - s o -
2271	99_snake	SNAKE	Bari	Barí	tidu	tidu	1237	2172		t i d u		730		1 7 1 7	AXBZ	TITY	3	3.T.C 3.I.V 3.T.C 3.Y.V	2.0 1.5 1.75 0.8	tidu	0	t i d u
2272	99_snake	SNAKE	CentralTunebo	Central Tunebo	kumoɾo'a	kumoɾo'a	1238	2171		k u m o ɾ o 'a/a		730		1 7 4 7 5 7 7	AXBYBYZ	KYMURUA	9	9.K.C 9.Y.V 9.M.C 9.U.V 9.R.C 9.U.V 9.A.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kumoɾo'a/a	0	k u m o ɾ o 'a/a
#
2584	92_stomach	STOMACH	LencaSalvador	Lenca-Salvador	k'omo	k'omo	1393	2198		k 'o/o m o		819		1 7 4 7	AXBZ	KUMU	15	15.K.C 15.U.V 15.M.C 15.U.V	2.0 1.5 1.75 0.8	k'o/omo	0	k 'o/o m o -
2585	92_stomach	STOMACH	LencaHonduras	Lenca-Honduras	maNkera	maNkera	1394	2196		m a n k e r a		819		4 7 4 1 7 5 7	AXMBYBZ	MANKERA	14	14.M.C 14.A.V 14.N.c 14.K.C 14.E.V 14.R.C 14.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	mankera	0	m a n k e r a
2586	92_stomach	STOMACH	Cacaopera	Cacaopera	kawam	kawam	1393	2198		k a w a m		819		1 7 6 7 4	AXBYN	KAWAM	8	8.K.C 8.A.V 8.W.C 8.A.V 8.M.c	2.0 1.5 1.75 1.3 0.8	kawam	0	k a w a m
2587	92_stomach	STOMACH	Mayangna	Mayangna	ba	ba	1394	2200		b a		819		1 7	AX	PA	18	18.P.C 18.A.V	2.0 1.5	ba	1	b a - - - - -
2588	92_stomach	STOMACH	Ulwa	Ulwa	ba	ba	1394	2200		b a		819		1 7	AX	PA	25	25.P.C 25.A.V	2.0 1.5	ba	1	b a - - - - -
2589	92_stomach	STOMACH	Miskito	Mískito	bjara	bjara	1394	2201		b j a r a		819		1 6 7 5 7	ACXBZ	PJARA	19	19.P.C 19.J.C 19.A.V 19.R.C 19.A.V	2.0 1.5 1.5 1.75 0.8	bjara	1	b - - j a r a
2590	92_stomach	STOMACH	Pech	Pech	já	já	1395	2201		j á/a		819		6 7	AX	JA	21	21.J.C 21.A.V	2.0 1.5	já/a	0	j á/a
2591	92_stomach	STOMACH	Rama	Rama	uɾmut	uɾmut	1396	2204		u ɾ m u t		819		7 5 4 7 1	XMBYN	YRMYT	22	22.Y.V 22.R.c 22.M.C 22.Y.V 22.T.c	1.5 1.1 1.75 1.3 0.8	uɾmut	0	u ɾ m u t
2592	92_stomach	STOMACH	MalekuJaika	Maléku Jaíka	ŋo:ki	ŋo:ki	1397	2203		ŋ o: k i		819		4 7 1 7	AXBZ	NUKI	17	17.N.C 17.U.V 17.K.C 17.I.V	2.0 1.5 1.75 0.8	ŋo:ki	0	ŋ o: k i
2593	92_stomach	STOMACH	Boruca	Boruca	kúà	kúà	1393	2198		k ú/u à/a		819		1 7 7	AXZ	KYA	4	4.K.C 4.Y.V 4.A.V	2.0 1.5 0.8	kú/uà/a	0	k ú/u - à/a -
2594	92_stomach	STOMACH	Bribri	Bribri	dʒã̂uì	dʒã̂uì	1398	2199		dʒ ã̂/ã u ì/i		819		1 7 7 7	AXYZ	TAYI	5	5.T.C 5.A.V 5.Y.V 5.I.V	2.0 1.5 1.3 0.8	dʒã̂/ãuì/i	0	dʒ ã̂/ã u ì/i
2595	92_stomach	STOMACH	Cabecar	Cabécar	dʒã́hkù	dʒã́hkù	1399	2199		dʒ ã́/ã h k ù/u		819		1 7 3 1 7	AXMBZ	TAHKY	7	7.T.C 7.A.V 7.H.c 7.K.C 7.Y.V	2.0 1.5 1.1 1.75 0.8	dʒã́/ãhkù/u	0	dʒ ã́/ã h k ù/u
